jee_main_score,jee_advanced_score,class_12_percent,daily_study_hours,family_income,peer_pressure_level,admission_taken,dropout
61.22,76.28,93.06,6.2,Low,High,Yes,0
75.27,38.89,82.46,5.6,High,Medium,No,0
50.22,82.11,65.39,3.7,Mid,Medium,Yes,0
76.63,56.88,83.93,2.0,High,Low,No,0
83.67,60.27,72.61,5.7,Mid,High,Yes,0
44.09,100.0,53.47,6.9,Mid,High,No,0
77.24,70.83,77.87,3.4,Low,High,Yes,0
89.19,59.82,66.58,5.5,High,Medium,Yes,0
55.07,30.72,66.92,7.7,Low,Low,Yes,0
95.42,88.24,72.5,5.2,High,Low,No,0
77.87,44.48,70.02,3.7,Low,Low,Yes,0
62.13,49.94,74.66,6.6,High,High,No,0
71.22,60.7,74.18,3.0,Low,High,No,1
79.82,88.66,56.24,1.9,Low,Low,No,1
73.06,78.37,90.2,6.1,High,Medium,Yes,0
79.54,63.47,65.17,3.7,Low,Low,Yes,0
59.11,70.93,65.48,3.9,Low,Medium,Yes,0
74.37,56.39,71.71,3.2,High,Low,Yes,0
52.21,68.23,73.92,3.6,High,Medium,No,0
70.44,67.17,89.59,7.3,Mid,Low,No,0
59.35,81.5,77.69,7.8,High,High,Yes,0
61.7,81.47,80.66,8.1,Mid,High,No,0
89.31,73.9,77.75,6.7,Low,High,No,1
87.28,60.2,77.31,5.4,High,High,No,0
80.53,77.87,78.1,1.6,Mid,Low,Yes,0
56.71,64.53,55.67,4.1,High,High,No,0
67.57,48.69,72.5,8.8,Mid,Medium,Yes,0
88.98,59.55,86.62,3.6,Mid,Medium,Yes,0
73.98,67.35,100.0,7.5,High,High,Yes,0
100.0,80.56,62.96,4.6,Low,High,No,1
77.51,63.06,79.23,0.0,Low,High,No,1
74.69,46.65,69.29,5.8,Mid,Low,Yes,0
67.67,66.91,95.48,7.0,Mid,Medium,No,0
73.87,67.82,61.46,4.4,Low,Medium,Yes,0
69.87,68.97,81.25,7.0,High,Medium,Yes,0
81.91,80.72,60.93,1.2,High,Low,Yes,0
85.39,82.3,71.81,1.7,Low,Low,Yes,0
61.0,56.49,74.66,4.9,Low,Medium,No,1
53.36,56.14,85.7,5.5,Low,Medium,Yes,0
46.29,49.36,64.23,7.2,Mid,Medium,Yes,1
79.11,77.18,81.63,5.8,Low,High,No,1
56.55,89.18,75.19,2.1,Low,Low,No,1
41.86,60.96,77.73,4.9,Low,Medium,No,1
77.44,62.14,84.58,5.7,Low,High,Yes,0
100.0,89.47,62.17,0.8,High,Medium,Yes,0
71.92,74.09,83.11,4.4,High,Medium,Yes,0
83.74,72.98,69.31,3.8,Low,Low,No,1
73.15,46.95,85.96,3.2,Mid,Medium,Yes,0
70.62,76.86,78.35,5.5,Mid,Low,No,0
84.87,51.13,72.9,2.2,High,Low,No,0
67.94,47.86,69.1,5.3,Mid,Medium,Yes,0
75.74,60.45,83.23,5.6,Mid,High,Yes,0
76.5,56.63,87.61,6.7,High,Medium,No,0
62.65,62.45,69.67,2.3,Low,Medium,No,1
85.89,42.94,63.67,1.5,Low,Medium,No,1
69.55,81.34,81.94,5.1,High,High,Yes,0
61.42,84.04,60.51,3.9,Low,Low,No,1
79.51,34.84,61.94,10.0,Low,High,No,1
59.42,81.66,64.37,5.4,High,High,Yes,0
72.39,53.03,70.85,4.6,High,Medium,No,0
71.87,79.71,61.64,4.2,High,Medium,Yes,0
87.2,64.9,55.61,2.1,Mid,High,No,0
78.65,66.46,63.65,5.6,High,Low,No,0
71.65,63.04,81.42,4.3,High,Low,Yes,0
83.45,85.39,62.28,4.3,High,Medium,Yes,0
91.46,46.17,71.6,4.7,High,Low,No,0
79.81,75.73,94.47,4.9,Low,Low,Yes,0
72.14,83.62,74.51,1.0,High,Low,Yes,0
53.63,77.46,78.43,6.2,High,High,No,0
57.09,100.0,65.54,2.8,Mid,High,No,0
67.73,57.54,96.63,4.2,Mid,Medium,No,0
63.47,81.32,69.59,7.1,Low,Low,Yes,0
69.38,64.3,72.72,8.1,High,Medium,Yes,0
72.79,85.73,88.17,1.1,High,High,No,1
79.42,65.88,73.18,4.6,High,Medium,Yes,0
71.01,59.79,75.48,5.0,Mid,High,No,0
78.81,86.9,72.18,1.5,Low,High,Yes,1
72.9,58.14,72.25,6.1,Mid,Medium,No,0
44.34,43.4,78.71,4.7,High,Low,Yes,1
58.85,57.73,80.53,4.9,Mid,Medium,Yes,0
69.98,75.9,68.57,2.7,High,Low,No,0
55.06,88.27,67.34,5.3,High,Medium,Yes,0
80.4,67.78,68.91,6.2,High,Medium,Yes,0
93.43,87.09,60.99,4.8,Low,Medium,No,1
89.06,44.27,59.1,3.5,Mid,High,No,0
69.01,58.91,77.97,3.6,High,Medium,No,0
92.87,61.38,84.39,4.9,High,High,Yes,0
74.08,64.17,83.71,4.6,Low,High,Yes,0
67.28,67.35,51.18,6.3,Low,High,Yes,0
63.41,77.05,72.55,3.5,High,Medium,No,0
67.77,58.88,63.98,2.1,High,Medium,No,0
66.57,68.22,76.44,5.2,High,Medium,No,0
74.39,65.28,70.82,3.5,High,Medium,Yes,0
74.25,51.19,80.92,6.1,Low,High,No,1
72.04,64.18,74.81,4.5,Mid,Low,Yes,0
78.12,63.7,56.04,5.8,Low,Low,Yes,0
88.67,63.36,65.33,2.5,Low,High,Yes,0
85.29,66.51,75.06,4.8,Mid,High,No,0
51.21,67.21,75.9,3.1,High,Low,Yes,0
36.25,59.08,60.94,2.1,High,Low,Yes,0
85.08,86.36,59.64,2.8,Mid,Low,No,0
52.86,47.29,75.56,3.4,Low,Low,No,1
68.85,54.46,60.96,7.0,High,Low,No,0
55.62,100.0,58.31,3.4,Mid,Medium,No,0
46.77,49.39,70.55,2.0,Mid,Low,Yes,1
79.58,44.34,70.12,4.8,Mid,Medium,Yes,0
82.63,77.75,66.22,4.6,High,Medium,No,0
63.93,32.77,67.96,3.5,Mid,High,Yes,0
35.73,62.24,75.14,4.2,Low,High,No,1
64.35,100.0,67.8,6.5,Low,Low,Yes,0
77.49,41.28,75.71,5.8,Mid,High,No,0
51.3,34.29,71.2,5.7,Mid,Low,No,0
74.57,42.01,76.68,2.1,Mid,High,Yes,0
71.79,80.37,83.78,10.0,Low,High,Yes,0
80.11,84.0,83.39,6.6,High,Low,Yes,0
73.67,57.8,87.88,5.5,Low,High,Yes,0
58.38,76.93,83.38,2.2,Mid,Low,No,0
88.75,88.24,77.39,6.4,High,High,Yes,0
69.78,94.6,70.67,3.5,High,Low,Yes,0
71.62,62.06,71.12,4.1,Mid,Medium,No,0
58.93,29.18,66.22,1.1,Mid,Low,Yes,0
65.79,52.87,75.05,2.0,Low,High,No,1
59.61,59.17,81.97,5.4,Low,Medium,Yes,0
69.58,61.86,67.74,6.5,Low,Medium,Yes,0
95.96,62.99,74.63,5.9,Mid,Low,No,0
52.79,83.9,68.23,5.8,High,Low,No,0
49.41,86.39,77.09,4.4,Low,Medium,No,1
92.6,63.25,69.51,3.7,Mid,Low,No,0
69.07,83.58,67.6,5.1,High,Low,Yes,0
62.63,71.72,68.2,6.1,Mid,Low,Yes,0
86.56,67.03,80.03,4.5,Mid,High,Yes,0
63.52,80.5,74.03,6.9,Mid,High,Yes,0
97.56,67.16,70.72,4.1,Low,Medium,No,1
81.49,98.92,77.61,2.5,Mid,Medium,No,0
65.17,42.99,70.85,4.5,Mid,Medium,No,0
100.0,57.76,86.27,4.7,Mid,Low,No,0
63.52,63.98,65.26,4.3,Low,Low,Yes,0
82.39,73.03,73.13,7.1,Mid,Low,Yes,0
76.19,86.29,60.95,6.1,Mid,Medium,No,0
90.22,65.61,71.53,1.6,Low,Medium,Yes,0
93.86,43.24,58.2,7.6,Mid,High,No,0
72.45,79.48,82.46,0.0,High,Low,Yes,0
61.45,78.08,82.67,8.8,Mid,Low,No,0
78.44,34.93,82.84,3.9,Mid,High,Yes,0
62.51,65.94,75.29,4.1,Low,Medium,Yes,0
100.0,40.56,66.2,4.4,Low,Medium,Yes,0
73.91,55.37,67.0,5.3,Low,Medium,No,1
66.89,51.56,90.3,4.5,Low,Low,No,1
74.59,78.95,89.36,4.2,High,High,No,0
53.14,67.87,76.23,7.1,Mid,High,Yes,0
58.4,45.43,69.84,5.6,Mid,Medium,Yes,0
88.81,80.08,88.69,2.6,High,Low,Yes,0
62.8,43.06,68.05,6.0,Low,High,Yes,0
57.34,71.28,77.29,5.5,Mid,Low,Yes,0
79.51,52.98,88.52,3.4,High,Medium,Yes,0
88.6,60.15,66.64,6.1,Mid,Medium,Yes,0
82.07,74.07,83.29,4.2,High,High,No,0
85.94,74.34,80.21,4.1,High,Medium,No,0
61.4,87.39,74.6,4.0,Mid,High,No,0
52.09,64.68,65.07,0.0,Low,Medium,No,1
93.02,70.9,67.76,3.4,Low,High,Yes,0
67.48,59.0,77.89,5.9,High,Medium,Yes,0
68.49,68.91,60.77,4.5,Low,Medium,No,1
90.59,73.03,76.31,1.9,Mid,Low,Yes,0
79.79,64.43,80.41,6.4,High,Low,Yes,0
78.38,37.14,84.85,3.9,Mid,Medium,Yes,0
100.0,71.3,61.02,2.1,Mid,High,No,0
62.99,71.83,88.16,8.9,Low,Medium,No,1
84.99,55.12,91.95,2.4,Mid,Low,Yes,0
72.8,45.45,79.1,6.3,High,High,No,0
75.76,89.61,64.62,3.0,High,Medium,Yes,0
93.4,73.86,71.72,4.8,Mid,Medium,Yes,0
79.11,62.33,74.52,2.7,Mid,Low,No,0
79.54,47.81,77.7,2.0,High,High,No,0
87.02,52.85,75.22,5.5,Low,High,Yes,0
66.89,86.84,77.81,5.3,Low,High,Yes,0
60.25,68.2,74.09,6.8,Low,Medium,Yes,0
57.37,57.19,77.65,4.4,Mid,Low,Yes,0
44.47,74.16,70.39,8.9,Mid,Medium,No,0
100.0,52.97,71.62,5.0,High,Low,No,0
56.56,90.01,69.24,5.6,High,Low,No,0
68.9,87.64,94.17,1.8,High,High,No,1
68.12,58.53,89.64,3.3,High,Medium,Yes,0
76.3,55.94,80.55,5.5,Low,High,Yes,0
83.42,24.11,88.25,4.3,Mid,Low,No,0
84.05,42.29,82.98,4.9,Mid,Low,Yes,0
63.84,44.57,76.81,2.9,Low,High,No,1
69.66,68.16,59.94,4.7,High,High,Yes,0
75.96,60.78,72.38,4.7,High,Low,No,0
68.52,44.47,71.65,2.1,Mid,Medium,No,0
94.5,61.5,63.67,5.8,High,High,Yes,0
78.87,74.09,60.14,1.1,Mid,Medium,No,0
82.29,74.45,79.93,4.9,Low,Low,No,1
81.28,35.61,78.25,8.0,Mid,High,No,0
88.43,63.95,63.33,5.9,Low,High,Yes,0
74.53,43.87,67.54,5.8,High,Low,Yes,0
53.84,80.43,86.61,2.7,Mid,High,No,0
77.6,78.55,66.22,8.0,High,High,No,0
62.88,51.63,76.71,7.3,High,Medium,No,0
64.6,53.74,73.1,2.8,High,High,Yes,0
80.21,58.62,80.06,3.6,Mid,Medium,No,0
89.34,29.96,66.44,7.0,High,High,Yes,0
72.3,71.38,75.9,8.1,Mid,High,No,0
76.32,61.63,76.69,2.0,High,Low,Yes,0
95.83,81.52,77.3,2.5,Low,Low,No,1
75.37,48.43,75.79,4.2,Mid,High,No,0
100.0,56.09,78.45,0.2,Low,Medium,No,1
79.92,41.9,96.92,4.5,Low,Low,No,1
47.35,49.93,100.0,6.9,Mid,Low,Yes,1
82.55,47.09,68.61,1.6,Mid,Low,No,0
77.34,81.94,51.82,4.8,Mid,High,No,0
90.06,54.83,80.95,3.3,High,Medium,Yes,0
81.42,67.99,76.86,7.8,High,Medium,Yes,0
70.06,59.91,85.61,3.4,Low,High,No,1
54.86,45.69,77.85,7.5,Mid,Low,Yes,0
69.07,63.31,75.59,3.3,Low,Medium,No,1
60.09,75.59,86.29,6.0,High,Medium,Yes,0
63.87,46.68,87.69,5.0,Low,High,No,1
80.24,78.95,61.13,4.2,Low,Medium,Yes,0
95.38,52.4,66.83,2.9,Mid,Medium,Yes,0
77.53,58.27,73.94,5.1,Mid,Low,No,0
55.26,74.49,75.98,3.6,Low,Low,Yes,0
78.22,55.39,72.74,3.1,High,Low,Yes,0
88.75,66.6,79.34,7.4,Low,Medium,No,1
63.46,60.96,84.96,5.6,High,Low,Yes,0
70.12,68.07,92.23,5.8,Low,High,No,1
72.21,27.91,80.79,3.7,Low,Low,No,1
61.01,36.73,66.48,4.1,Mid,Low,Yes,0
81.08,75.86,73.53,4.0,Low,Medium,Yes,0
70.31,82.59,74.25,5.2,High,Low,No,0
77.87,51.43,80.15,5.8,Low,High,No,1
59.58,62.1,78.88,4.4,Low,Low,Yes,0
65.88,70.72,95.5,2.9,High,Low,No,0
82.11,77.09,70.38,6.0,Low,High,Yes,0
66.78,33.56,78.85,4.6,Low,High,Yes,0
96.18,51.82,98.55,1.6,Low,Low,Yes,0
66.41,60.68,69.15,0.2,Low,Medium,Yes,0
75.15,77.25,76.45,5.1,High,High,No,0
85.06,100.0,65.55,2.8,High,High,Yes,0
52.14,62.35,75.82,5.4,High,Medium,No,0
47.35,43.49,67.2,2.9,High,High,No,1
50.64,72.44,85.47,4.8,Low,High,Yes,0
89.68,87.14,76.47,3.7,High,Medium,Yes,0
64.27,67.73,65.65,8.0,Low,Low,Yes,0
100.0,51.49,83.41,6.4,Mid,Medium,Yes,0
64.1,81.33,76.8,7.2,Low,Low,No,1
74.58,76.62,84.53,4.5,Low,High,Yes,0
93.59,49.58,63.52,6.1,High,High,No,0
100.0,72.1,78.69,4.7,High,Low,No,0
100.0,81.96,82.73,7.4,High,Medium,Yes,0
88.92,84.91,70.77,4.4,Mid,High,Yes,0
86.34,64.94,62.41,1.7,Low,Medium,No,1
80.3,60.27,74.58,0.5,Mid,Low,No,0
82.9,85.64,87.28,7.8,Low,Low,No,1
64.28,46.64,86.26,5.5,Low,Low,No,1
60.55,73.02,70.72,5.6,Mid,Medium,No,0
71.95,44.08,62.17,7.5,Mid,Medium,Yes,0
69.62,83.05,70.69,1.2,Low,Low,No,1
65.65,61.87,70.32,3.8,Mid,High,No,0
81.75,86.3,79.46,4.0,High,Low,No,0
85.37,73.86,73.95,6.0,Low,High,Yes,0
73.24,46.43,67.47,3.1,High,High,No,0
92.69,88.79,86.04,2.1,Mid,High,Yes,0
56.02,90.82,76.4,2.1,High,Medium,No,0
69.29,80.12,79.35,6.8,Mid,High,Yes,0
61.96,53.81,57.75,3.0,High,High,Yes,0
45.87,61.1,50.76,3.4,Mid,Low,Yes,0
70.84,68.33,60.62,5.8,Low,High,No,1
70.3,54.74,70.19,3.1,Low,High,No,1
93.19,93.08,80.76,1.1,Low,Low,Yes,0
80.83,68.31,51.58,1.3,Low,Medium,Yes,0
57.66,22.75,90.93,4.4,Mid,High,No,0
97.96,71.43,76.71,5.5,High,Medium,Yes,0
89.09,60.43,88.6,4.1,Low,Low,Yes,0
80.15,64.8,66.14,5.4,Mid,Medium,Yes,0
68.83,60.1,80.04,1.3,Mid,High,Yes,1
58.57,78.91,75.85,1.4,Low,Medium,Yes,0
66.79,83.92,83.18,9.0,Low,Medium,Yes,0
87.24,70.53,72.66,7.0,Mid,Low,Yes,0
98.38,60.57,79.73,6.0,High,Low,No,0
93.61,65.34,86.02,3.2,Mid,Low,Yes,0
65.16,66.31,68.49,4.0,Low,Low,Yes,0
56.33,53.16,77.42,4.5,Low,Low,Yes,0
73.97,75.26,56.12,7.1,Low,Low,No,1
47.24,73.36,82.03,5.3,High,Low,No,0
76.52,90.65,94.55,5.6,High,Low,Yes,0
69.93,86.09,62.56,4.2,High,Medium,Yes,0
65.48,55.03,74.09,6.1,Mid,Low,No,0
49.67,79.12,83.8,5.1,Mid,Medium,Yes,0
79.19,50.78,75.31,4.6,High,High,No,0
64.54,77.13,76.65,3.0,High,Low,Yes,0
55.62,57.73,71.09,4.3,Low,High,Yes,0
31.79,49.63,70.72,2.3,Low,Low,No,1
71.61,70.48,74.13,4.4,Mid,High,No,0
96.81,23.21,75.42,4.7,High,Medium,No,0
95.26,37.98,63.19,0.0,High,Low,Yes,0
65.6,63.16,74.34,4.0,Mid,Medium,Yes,0
63.57,67.32,90.69,2.1,High,High,Yes,0
78.56,60.09,70.81,5.5,Low,Medium,Yes,0
58.02,40.73,62.63,5.8,High,Low,Yes,0
76.23,52.91,73.49,3.6,Mid,Medium,Yes,0
82.73,72.26,67.85,5.6,Mid,Medium,Yes,0
89.18,75.31,61.62,5.7,High,High,No,0
70.6,65.74,76.39,4.0,Mid,High,Yes,0
69.15,84.51,67.9,7.6,Low,Low,No,1
59.71,72.36,68.75,3.0,Low,High,Yes,0
60.42,54.04,76.53,7.4,Low,Medium,No,1
68.83,61.51,59.67,4.0,High,High,No,0
77.14,43.55,57.58,2.8,Mid,Low,Yes,0
84.79,64.27,81.71,3.8,Low,High,Yes,0
60.76,83.79,55.69,2.3,Mid,Low,Yes,0
92.9,76.96,65.23,6.1,Mid,Low,Yes,0
68.2,88.43,57.0,1.3,Mid,Medium,Yes,0
71.7,61.15,70.14,7.3,Low,Medium,No,1
61.54,87.54,79.28,2.6,Mid,Medium,Yes,0
38.06,62.91,76.12,6.2,Low,Low,Yes,0
84.38,89.55,98.92,4.5,Low,High,No,1
82.32,65.65,85.87,5.0,Low,High,Yes,0
68.06,77.32,65.69,3.3,High,Low,No,0
72.94,89.6,63.03,5.2,Mid,Low,No,0
79.22,62.91,100.0,4.8,High,High,Yes,0
50.12,69.49,85.63,1.6,High,High,No,1
64.59,86.62,80.89,2.6,High,Low,Yes,0
83.12,63.87,75.75,3.4,High,High,No,0
54.44,44.87,77.74,3.0,Low,High,No,1
76.11,100.0,60.18,7.0,Low,Low,No,1
53.01,58.48,76.57,4.5,Mid,Low,Yes,0
78.53,68.54,75.71,2.9,Mid,Medium,Yes,0
71.5,84.5,65.96,3.5,Low,Medium,Yes,0
49.39,56.26,69.61,3.5,Mid,High,No,0
88.31,49.87,90.15,3.9,Mid,Low,No,0
61.72,70.06,73.75,2.3,High,High,No,0
60.66,37.31,95.71,2.9,High,Low,Yes,0
74.81,61.39,57.59,6.0,High,High,No,0
88.08,69.92,69.78,4.9,High,High,Yes,0
57.78,61.68,59.53,4.2,High,Low,No,0
72.86,41.3,62.91,4.5,Low,Medium,No,1
78.0,91.51,66.72,4.4,High,Medium,No,0
81.7,67.66,78.15,4.1,High,Low,No,0
74.47,88.9,77.67,5.5,Low,High,No,1
66.86,61.84,68.21,5.4,High,High,Yes,0
60.41,51.92,52.72,1.4,Mid,High,No,1
73.21,70.31,89.78,4.2,Low,Low,No,1
56.99,62.55,72.14,1.5,Mid,Medium,No,0
31.1,47.16,63.84,5.8,Mid,Low,No,0
78.11,89.52,77.75,6.0,Low,Medium,No,1
84.66,56.04,77.04,3.3,Low,Medium,Yes,0
38.92,36.56,71.77,4.3,High,Low,Yes,1
57.86,87.25,76.49,0.3,Low,Medium,Yes,0
80.67,57.93,63.45,6.4,Low,Medium,No,1
100.0,56.27,82.6,5.9,High,Medium,Yes,0
72.29,37.75,65.03,6.8,High,High,No,0
61.81,93.86,68.94,7.5,Low,Low,No,1
69.44,45.37,81.49,2.1,High,High,No,0
91.25,66.94,87.04,6.3,High,Low,Yes,0
62.96,80.6,90.86,7.5,High,High,No,0
60.81,72.75,85.56,1.5,Mid,Medium,Yes,0
65.24,65.05,71.76,4.2,High,High,Yes,0
58.65,38.77,59.59,3.8,Mid,High,No,0
73.72,53.04,89.05,6.2,Low,Low,No,1
94.75,69.0,88.71,0.0,Mid,Low,No,0
76.52,53.41,68.28,8.1,Mid,High,No,0
68.47,69.25,84.21,4.3,Mid,Low,Yes,0
67.91,76.91,71.68,6.3,Mid,Medium,Yes,0
50.12,81.4,90.01,4.4,Mid,Medium,No,0
84.36,46.38,69.85,5.5,Mid,Medium,Yes,0
70.91,100.0,94.79,0.0,Low,Low,No,1
69.47,78.28,82.86,3.7,Low,Low,Yes,0
100.0,65.97,92.98,6.2,Low,High,Yes,0
76.18,83.43,70.36,5.1,Mid,Low,Yes,0
61.47,100.0,79.05,1.2,High,High,Yes,1
66.03,42.98,65.31,4.6,Mid,Low,Yes,0
88.08,62.4,83.44,2.9,Low,Low,No,1
73.59,27.95,83.99,2.7,Mid,High,Yes,0
51.86,69.08,98.97,1.5,Low,Medium,No,1
84.87,71.85,79.82,5.7,High,Low,Yes,0
62.65,65.37,82.24,6.7,High,High,Yes,0
98.23,55.53,70.29,8.7,Low,Low,No,1
87.12,33.21,80.41,1.6,Low,Low,No,1
65.74,71.98,71.2,6.0,Mid,Low,Yes,0
89.93,89.29,76.16,6.2,Mid,Low,No,0
72.95,56.54,76.75,3.3,Mid,Low,No,0
83.94,73.04,71.48,2.7,High,High,Yes,0
78.79,40.91,75.63,2.3,High,Low,No,0
60.15,73.32,71.25,3.4,High,High,Yes,0
62.99,59.71,71.2,4.9,Mid,High,Yes,0
86.42,53.8,85.77,7.2,Low,Medium,No,1
67.31,53.83,76.75,6.7,Low,High,No,1
66.35,59.7,78.47,1.3,Mid,High,Yes,1
58.63,72.12,60.43,2.9,Mid,Medium,No,0
77.93,45.01,79.23,7.1,Low,Low,Yes,0
100.0,59.65,80.3,3.0,Low,Medium,Yes,0
57.05,65.34,71.02,4.4,High,Low,No,0
72.34,48.42,95.85,1.1,Mid,Low,Yes,0
91.77,94.75,52.11,6.8,High,High,Yes,0
70.89,52.34,82.84,0.7,High,Low,Yes,0
78.33,55.29,82.13,1.2,Low,Medium,Yes,0
57.13,50.35,80.42,6.6,Mid,Medium,Yes,0
78.0,94.78,76.76,8.3,Low,Low,Yes,0
69.38,74.85,80.51,3.9,High,Medium,No,0
85.8,51.01,83.68,4.4,Mid,Medium,No,0
88.62,83.7,67.74,6.3,High,High,No,0
100.0,69.21,77.99,5.1,High,High,Yes,0
80.11,70.12,73.17,3.8,Low,High,Yes,0
76.56,60.49,64.06,3.5,Mid,Low,No,0
74.72,54.01,82.17,1.4,Mid,High,Yes,1
67.06,71.4,69.36,5.0,Mid,Medium,Yes,0
76.74,57.28,60.02,4.3,Mid,High,No,0
67.86,95.07,69.61,3.6,High,Medium,Yes,0
74.36,45.69,67.01,2.5,Low,High,No,1
90.45,90.58,85.28,2.7,Mid,Medium,Yes,0
57.91,64.22,76.53,5.7,High,High,No,0
87.96,70.79,88.82,6.3,Low,High,No,1
90.44,79.33,68.33,3.8,Low,High,Yes,0
70.35,55.92,83.74,3.6,Low,High,Yes,0
42.29,79.83,100.0,2.8,Mid,Medium,No,0
63.49,22.68,78.56,6.4,High,High,Yes,0
90.16,54.48,83.62,4.6,Low,Low,No,1
71.68,51.21,81.94,5.2,Low,High,No,1
58.01,45.94,60.78,5.2,Low,High,Yes,0
64.93,62.56,80.86,3.9,High,Low,No,0
83.77,72.17,78.06,2.2,High,Medium,No,0
79.65,77.24,72.4,2.5,Mid,Low,Yes,0
68.65,69.85,66.16,6.8,Mid,Medium,Yes,0
66.86,55.35,81.94,3.0,High,Low,No,0
66.52,71.9,65.28,3.7,Mid,Low,No,0
59.09,67.99,96.34,2.2,High,Low,Yes,0
94.62,80.98,76.14,2.1,Mid,Medium,No,0
67.49,78.43,62.77,3.0,Mid,High,Yes,0
89.04,66.49,69.86,7.9,High,High,No,0
93.3,51.64,72.22,5.8,Low,Low,No,1
85.98,55.55,99.12,3.4,Low,Medium,Yes,0
65.96,57.2,66.15,6.7,Mid,Medium,No,0
77.65,60.96,73.84,4.2,Low,High,No,1
71.66,70.29,69.62,7.2,Low,Medium,Yes,0
59.35,77.44,79.99,8.9,Mid,Medium,No,0
76.54,65.18,69.78,6.6,Low,Low,No,1
55.49,66.26,63.61,4.7,High,Medium,Yes,0
88.63,68.29,73.05,5.9,High,Medium,No,0
65.5,57.75,72.01,4.5,Low,Low,Yes,0
74.82,51.19,69.08,0.8,High,High,No,1
75.97,37.91,69.61,3.2,High,High,No,0
68.38,54.88,86.85,2.6,Low,Medium,No,1
80.21,73.57,71.8,3.1,High,Low,Yes,0
65.35,54.75,63.66,8.1,Mid,High,No,0
84.2,62.2,70.38,6.7,Mid,Medium,No,0
53.16,73.46,75.54,5.4,Mid,High,No,0
73.77,74.33,61.64,6.1,Low,Medium,No,1
99.15,48.73,91.26,0.7,High,High,No,1
58.0,81.95,83.68,6.0,Low,Low,No,1
62.51,84.04,89.3,6.4,Low,Low,Yes,0
79.19,47.92,78.92,0.0,High,High,Yes,1
74.51,52.82,54.06,6.0,High,Low,No,0
76.91,85.06,90.35,1.7,High,High,Yes,1
78.85,63.65,66.36,0.6,Low,High,Yes,1
80.89,30.48,67.18,7.2,Low,Low,No,1
87.54,43.61,76.56,2.5,Mid,Medium,No,0
77.74,62.01,88.78,3.1,Low,Low,No,1
68.62,47.39,85.53,6.5,High,Medium,Yes,0
81.42,59.39,84.06,3.9,Low,Medium,No,1
98.6,66.52,71.88,4.1,Mid,Medium,Yes,0
70.14,89.4,71.72,4.1,High,High,No,0
58.36,61.35,78.46,5.2,Mid,Medium,No,0
87.5,83.16,73.7,4.0,Low,Medium,No,1
70.31,88.86,83.89,4.7,Low,Low,No,1
41.58,88.95,83.3,3.5,Mid,High,No,0
83.86,70.56,80.91,5.2,Mid,High,No,0
64.51,34.59,50.0,5.1,High,Medium,No,0
70.73,73.37,76.28,8.3,High,Low,Yes,0
76.65,82.77,73.91,3.7,Mid,Medium,No,0
74.67,64.7,76.68,4.1,High,High,Yes,0
81.93,93.91,67.46,5.0,Mid,Low,No,0
65.9,79.76,61.75,6.4,Mid,High,Yes,0
79.18,75.09,79.63,2.3,Low,High,Yes,0
68.37,83.38,71.44,4.7,Mid,High,No,0
82.34,71.33,80.75,0.0,High,High,Yes,1
80.62,26.12,68.29,4.0,Mid,High,No,0
58.9,58.01,89.16,6.6,Low,Low,No,1
87.2,85.15,85.01,3.0,High,Low,Yes,0
64.5,53.08,77.97,4.9,Mid,High,Yes,0
83.31,62.42,72.87,3.4,Low,Medium,Yes,0
77.14,49.28,83.52,2.8,High,Medium,No,0
97.73,94.54,78.93,6.4,Low,High,Yes,0
68.87,92.9,77.39,2.4,Low,Low,No,1
67.11,51.86,85.43,5.1,High,Medium,Yes,0
71.73,68.36,89.27,5.1,Low,Low,No,1
67.76,55.11,62.48,2.8,Low,Low,No,1
83.2,75.84,64.5,4.8,Low,Medium,No,1
49.37,74.15,67.2,2.6,High,Medium,Yes,0
57.25,78.99,59.98,5.5,Low,Low,No,1
57.05,71.31,74.37,1.9,Mid,Medium,Yes,0
85.3,100.0,81.0,3.8,Low,High,Yes,0
95.95,49.55,74.79,4.0,Mid,Medium,No,0
70.54,38.63,69.66,6.7,Low,Low,No,1
69.64,59.71,86.26,4.8,Mid,Low,Yes,0
72.98,40.91,76.41,6.4,High,Low,No,0
88.27,42.12,78.43,5.6,Low,Low,Yes,0
59.02,49.98,86.54,5.6,Mid,Low,No,0
75.34,51.24,73.77,3.8,High,Low,No,0
85.65,50.73,95.6,6.5,Low,High,No,1
79.02,74.29,70.52,3.8,Low,Low,No,1
74.65,57.9,94.98,1.0,Low,Low,No,1
86.01,63.13,65.25,4.1,High,High,No,0
34.15,80.31,80.17,5.4,High,Low,No,0
81.49,53.74,68.57,1.3,Mid,Low,Yes,0
62.84,61.77,86.2,2.7,Low,High,No,1
46.37,71.85,70.22,2.0,Mid,Medium,No,0
79.16,34.93,77.91,6.1,Mid,Medium,Yes,0
91.23,27.84,68.49,7.8,Mid,Low,Yes,0
70.08,71.54,84.37,4.1,Mid,Medium,No,0
85.34,73.87,68.44,5.6,Mid,Medium,Yes,0
94.57,99.03,91.83,5.5,Low,High,Yes,0
90.41,68.53,65.04,7.6,High,Medium,Yes,0
94.96,79.12,61.54,3.2,Mid,Low,Yes,0
82.39,62.87,84.52,4.1,High,High,No,0
73.06,70.76,69.08,3.8,Mid,Medium,No,0
